utterance_id,recording,expected_text,frontend,mode,detected,wrong_actionable_partial,first_partial_latency_ms,stable_partial_latency_ms,endpoint_latency_ms,duplicate_activation
1786194763609_cmd_015,1786194763609,вниз,legacy_reference,clean_continuous,true,0,380.00000000000256,530.0000000000011,899.9999999999986,0
1786194763609_cmd_015,1786194763609,вниз,legacy_reference,production_like,false,0,,,,0
1786194763609_cmd_015,1786194763609,вниз,raw_ch3,clean_continuous,true,0,380.00000000000256,530.0000000000011,899.9999999999986,0
1786194763609_cmd_015,1786194763609,вниз,raw_ch3,production_like,true,0,299.99999999999716,,99.99999999999432,0
1786194763609_cmd_015,1786194763609,вниз,raw_mix123,clean_continuous,true,0,380.00000000000256,530.0000000000011,899.9999999999986,0
1786194763609_cmd_015,1786194763609,вниз,raw_mix123,production_like,true,0,299.99999999999716,,99.99999999999432,0
1786194763609_cmd_015,1786194763609,вниз,webrtc_moderate,clean_continuous,true,0,380.00000000000256,530.0000000000011,899.9999999999986,0
1786194763609_cmd_015,1786194763609,вниз,webrtc_moderate,production_like,true,0,299.99999999999716,,99.99999999999432,0
1786194763609_cmd_016,1786194763609,вниз,hpf80_mix123,clean_continuous,true,0,299.99999999999716,449.99999999999574,,0
1786194763609_cmd_016,1786194763609,вниз,hpf80_mix123,production_like,true,0,380.00000000000256,530.0000000000011,880.0000000000025,0
1786194763609_cmd_016,1786194763609,вниз,legacy_reference,clean_continuous,true,0,299.99999999999716,449.99999999999574,,0
1786194763609_cmd_016,1786194763609,вниз,legacy_reference,production_like,true,0,219.99999999999886,369.99999999999744,960.0000000000009,0
1786194763609_cmd_016,1786194763609,вниз,raw_ch3,clean_continuous,true,0,299.99999999999716,449.99999999999574,,0
1786194763609_cmd_016,1786194763609,вниз,raw_ch3,production_like,true,0,380.00000000000256,530.0000000000011,,0
1786194763609_cmd_016,1786194763609,вниз,raw_mix123,clean_continuous,true,0,299.99999999999716,449.99999999999574,,0
1786194763609_cmd_016,1786194763609,вниз,raw_mix123,production_like,true,0,380.00000000000256,530.0000000000011,880.0000000000025,0
1786194763609_cmd_016,1786194763609,вниз,webrtc_moderate,clean_continuous,true,0,299.99999999999716,449.99999999999574,,0
1786194763609_cmd_016,1786194763609,вниз,webrtc_moderate,production_like,true,0,380.00000000000256,530.0000000000011,880.0000000000025,0
1786194763609_cmd_017,1786194763609,вверх,hpf80_mix123,clean_continuous,true,1,380.00000000000256,530.0000000000011,920.0000000000017,0
1786194763609_cmd_017,1786194763609,вверх,hpf80_mix123,production_like,true,0,219.99999999999886,369.99999999999744,1000.0,0
1786194763609_cmd_017,1786194763609,вверх,legacy_reference,clean_continuous,true,1,380.00000000000256,530.0000000000011,920.0000000000017,0
1786194763609_cmd_017,1786194763609,вверх,legacy_reference,production_like,true,1,300.00000000000426,450.00000000000284,840.0000000000034,0
1786194763609_cmd_017,1786194763609,вверх,raw_ch3,clean_continuous,true,1,380.00000000000256,530.0000000000011,920.0000000000017,0
1786194763609_cmd_017,1786194763609,вверх,raw_ch3,production_like,true,1,219.99999999999886,369.99999999999744,,0
1786194763609_cmd_017,1786194763609,вверх,raw_mix123,clean_continuous,true,1,380.00000000000256,530.0000000000011,920.0000000000017,0
1786194763609_cmd_017,1786194763609,вверх,raw_mix123,production_like,true,0,219.99999999999886,369.99999999999744,1000.0,0
1786194763609_cmd_017,1786194763609,вверх,webrtc_moderate,clean_continuous,true,1,380.00000000000256,530.0000000000011,920.0000000000017,0
1786194763609_cmd_017,1786194763609,вверх,webrtc_moderate,production_like,true,0,219.99999999999886,369.99999999999744,1000.0,0
1786194763609_cmd_018,1786194763609,вверх,hpf80_mix123,clean_continuous,true,0,479.9999999999969,629.9999999999955,980.000000000004,0
1786194763609_cmd_018,1786194763609,вверх,hpf80_mix123,production_like,true,0,560.0000000000023,710.0000000000009,579.9999999999983,0
1786194763609_cmd_018,1786194763609,вверх,legacy_reference,clean_continuous,true,0,479.9999999999969,629.9999999999955,980.000000000004,0
1786194763609_cmd_018,1786194763609,вверх,legacy_reference,production_like,true,0,640.0000000000006,789.9999999999991,660.0000000000036,0
1786194763609_cmd_018,1786194763609,вверх,raw_ch3,clean_continuous,true,0,479.9999999999969,629.9999999999955,980.000000000004,0
1786194763609_cmd_018,1786194763609,вверх,raw_ch3,production_like,false,0,,,,0
1786194763609_cmd_018,1786194763609,вверх,raw_mix123,clean_continuous,true,0,479.9999999999969,629.9999999999955,980.000000000004,0
1786194763609_cmd_018,1786194763609,вверх,raw_mix123,production_like,true,0,560.0000000000023,710.0000000000009,579.9999999999983,0
1786194763609_cmd_018,1786194763609,вверх,webrtc_moderate,clean_continuous,true,0,479.9999999999969,629.9999999999955,980.000000000004,0
1786194763609_cmd_018,1786194763609,вверх,webrtc_moderate,production_like,true,0,320.0000000000003,469.99999999999886,579.9999999999983,0
1786194763609_cmd_019,1786194763609,вверх,hpf80_mix123,clean_continuous,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,hpf80_mix123,production_like,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,legacy_reference,clean_continuous,true,0,259.999999999998,409.9999999999966,,0
